Pressure (atm),Temperature (K),W1_Energy_1_W1->P3,W1_Energy_1_W1->P2,W1_Energy_1_W1->P1,W1_Energy_1_P1->P2,W1_Energy_1_P1->P3,W1_Energy_1_P2->P3
0.5,290.0,1.7291501213023024,1.6134549054962488,1.733009042525678,0.0519788659196975,0.11170878899317034,0.037930904374863524
0.5,296.0,1.7068623784924168,1.5804011866611085,1.700987408547161,0.050361607019872356,0.11439740738710737,0.035698450067010265
0.5,370.0,1.3626284328591396,1.2205476379546043,1.3582094509144507,0.03586090843083292,0.06540848203087234,0.013015415346772221
0.5,407.0,1.2220117027965653,1.086515953110112,1.2310083502957467,0.030084254859797543,0.04022646907464019,0.007138220387770158
0.5,474.0,1.0235217351401023,0.9000167552724218,1.052826251689122,0.021492773315154274,0.013950726775514927,0.0020824818969083876
0.5,513.0,0.9297560583799448,0.8145526105496094,0.9703576953246574,0.01756692912604331,0.006432461041471541,0.0008854599796867213
0.5,539.0,0.8733297831628085,0.7644073858826805,0.9216441425505834,0.015340925495062234,0.0033241689107370927,0.00044919897770279903
0.5,577.0,0.7978064953338386,0.6990259594608366,0.857703293419731,0.01257854091182331,0.0005627809887798123,0.00011624835535326987
0.5,700.0,0.5957494674060707,0.5340526681758057,0.6937312384633207,0.0066332667642433245,-0.0015597384168814002,1.5549570142225274e-05
0.5,810.0,0.4559828508394141,0.42717576834010634,0.58495961183556,0.003765333427481061,-0.0009051795645595159,0.00014793198534398486
0.5,906.0,0.35785911480156174,0.35459294875041997,0.509632764042841,0.0022992724168814705,-0.00024402905459071234,0.00020276065671180924
0.5,1050.0,0.2425406283985243,0.27070536403881695,0.42074474178529797,0.0010834577712672954,0.00034754451197388834,0.00018329688923284301
0.5,1200.0,0.15269981566782556,0.205457844221774,0.34991890995218206,0.0004723432123394581,0.0005284279053659825,0.00010422493615828316
0.5,1350.0,0.08499220576750775,0.15564617403977066,0.29459389190845303,0.00018492524831732068,0.0004710513672090303,1.9527019939260307e-05
0.5,1525.0,0.025825255525036596,0.11103651785263804,0.24389398807833648,4.3712678085459863e-05,0.00029154108327706594,-5.5554678480489175e-05
0.5,1700.0,-0.018236175776980966,0.07664180582560834,0.20388410715306676,-1.337140913414372e-06,9.900404299827255e-05,-9.630621729727899e-05
0.5,1900.0,-0.05568849443649842,0.04610284508340816,0.16753105078415356,-4.227700038165465e-06,-7.758956999289219e-05,-0.00010397335343466111
0.5,2000.0,-0.07058676071637095,0.0334653113126837,0.15221753693033616,2.338528808544595e-06,-0.00014193751864363723,-9.486290288454968e-05
0.5,2200.0,-0.09468001190337469,0.012180099668071735,0.12600594769907036,2.0140107130454817e-05,-0.00022245560162364403,-5.658209435847899e-05
0.5,2900.0,-0.14265932450609212,-0.035870061730595135,0.06435467658055596,6.0867730321778806e-05,-0.0001220108722964013,0.00019578213935419358
1.0,290.0,1.7291501213023024,1.6134549054962488,1.733009042525678,0.0519788659196975,0.11170878899317034,0.037930904374863524
1.0,296.0,1.7068623784924168,1.5804011866611085,1.700987408547161,0.050361607019872356,0.11439740738710737,0.035698450067010265
1.0,370.0,1.3626284328591396,1.2205476379546043,1.3582094509144507,0.03586090843083292,0.06540848203087234,0.013015415346772221
1.0,407.0,1.2220117027965653,1.086515953110112,1.2310083502957467,0.030084254859797543,0.04022646907464019,0.007138220387770158
1.0,474.0,1.0235217351401023,0.9000167552724218,1.052826251689122,0.021492773315154274,0.013950726775514927,0.0020824818969083876
1.0,513.0,0.9297560583799448,0.8145526105496094,0.9703576953246574,0.01756692912604331,0.006432461041471541,0.0008854599796867213
1.0,539.0,0.8733297831628085,0.7644073858826805,0.9216441425505834,0.015340925495062234,0.0033241689107370927,0.00044919897770279903
1.0,577.0,0.7978064953338386,0.6990259594608366,0.857703293419731,0.01257854091182331,0.0005627809887798123,0.00011624835535326987
1.0,700.0,0.5957494674060707,0.5340526681758057,0.6937312384633207,0.0066332667642433245,-0.0015597384168814002,1.5549570142225274e-05
1.0,810.0,0.4559828508394141,0.42717576834010634,0.58495961183556,0.003765333427481061,-0.0009051795645595159,0.00014793198534398486
1.0,906.0,0.35785911480156174,0.35459294875041997,0.509632764042841,0.0022992724168814705,-0.00024402905459071234,0.00020276065671180924
1.0,1050.0,0.2425406283985243,0.27070536403881695,0.42074474178529797,0.0010834577712672954,0.00034754451197388834,0.00018329688923284301
1.0,1200.0,0.15269981566782556,0.205457844221774,0.34991890995218206,0.0004723432123394581,0.0005284279053659825,0.00010422493615828316
1.0,1350.0,0.08499220576750775,0.15564617403977066,0.29459389190845303,0.00018492524831732068,0.0004710513672090303,1.9527019939260307e-05
1.0,1525.0,0.025825255525036596,0.11103651785263804,0.24389398807833648,4.3712678085459863e-05,0.00029154108327706594,-5.5554678480489175e-05
1.0,1700.0,-0.018236175776980966,0.07664180582560834,0.20388410715306676,-1.337140913414372e-06,9.900404299827255e-05,-9.630621729727899e-05
1.0,1900.0,-0.05568849443649842,0.04610284508340816,0.16753105078415356,-4.227700038165465e-06,-7.758956999289219e-05,-0.00010397335343466111
1.0,2000.0,-0.07058676071637095,0.0334653113126837,0.15221753693033616,2.338528808544595e-06,-0.00014193751864363723,-9.486290288454968e-05
1.0,2200.0,-0.09468001190337469,0.012180099668071735,0.12600594769907036,2.0140107130454817e-05,-0.00022245560162364403,-5.658209435847899e-05
1.0,2900.0,-0.14265932450609212,-0.035870061730595135,0.06435467658055596,6.0867730321778806e-05,-0.0001220108722964013,0.00019578213935419358
